title,release_date,runtime,budget,revenue,original_language,rating,num_votes
Ted 2,2015-06-25,115,68000000,215863606,en,6.3,173972
Teenage Mutant Ninja Turtles,2014-08-07,101,125000000,477200000,en,5.8,195426
Terminator 2: Judgment Day,1991-07-03,137,102000000,520000000,en,8.5,947869
Terminator 3: Rise of the Machines,2003-07-02,109,200000000,435000000,en,6.3,363796
Terminator Genisys,2015-06-23,126,155000000,440603537,en,6.4,247978
Terminator Salvation,2009-05-20,115,200000000,371353001,en,6.5,332546
Thank You for Smoking,2005-03-17,92,6500000,24793509,en,7.6,208628
The 13th Warrior,1999-08-13,102,160000000,61698899,en,6.6,112783
The 40 Year Old Virgin,2005-08-11,116,26000000,109449237,en,7.1,376063
The 6th Day,2000-11-17,123,82000000,96085477,en,5.9,112997
The A-Team,2010-06-10,119,110000000,177238796,en,6.7,239750
The Abyss,1989-08-09,139,70000000,90000098,en,7.6,155769
The Accountant,2016-10-13,128,44000000,155160045,en,7.3,244238
The Addams Family,1991-11-22,99,30000000,191502426,en,6.9,123190
The Adjustment Bureau,2011-03-03,106,50200000,127869379,en,7.0,233484
The Adventures of Tintin,2011-10-25,107,130000000,371940071,en,7.3,208022
The Age of Adaline,2015-04-16,112,25000000,65663276,en,7.2,145229
The Amazing Spider-Man,2012-06-27,136,215000000,752215857,en,6.9,539780
The Amazing Spider-Man 2,2014-04-16,142,200000000,705717432,en,6.6,400661
The Amityville Horror,2005-04-14,90,19000000,108047131,en,6.0,101674
The Apartment,1960-06-15,125,3000000,25000000,en,8.3,151742
The Artist,2011-06-26,100,15000000,133432856,en,7.9,222056
The Assassination of Jesse James by the Coward Robert Ford,2007-09-07,160,30000000,14711793,en,7.5,161422
The Avengers,2012-04-25,143,220000000,1519557910,en,8.0,1217719
The Aviator,2004-12-17,170,110000000,102000000,en,7.5,318165
The Babadook,2014-05-22,94,2000000,10312540,en,6.8,182734
The Bank Job,2008-02-28,112,20000000,64822796,en,7.2,168599
The Beach,2000-02-03,119,40000000,144056873,en,6.7,214298
The Best Offer,2013-01-01,124,13500000,19255873,en,7.8,100334
The Big Lebowski,1998-03-06,117,15000000,46189568,en,8.1,688432
The Big Short,2015-12-11,131,28000000,133346506,en,7.8,329357
The Big Sick,2017-03-30,120,5000000,56303596,en,7.6,111069
The Birds,1963-03-28,119,2500000,11403529,en,7.7,161116
The Blair Witch Project,1999-07-14,81,60000,248000000,en,6.5,222562
The Blind Side,2009-11-20,129,29000000,309208309,en,7.6,276618
The Blues Brothers,1980-06-17,133,27000000,115229890,en,7.9,172975
The Boat That Rocked,2009-04-01,135,50000000,36348784,en,7.4,104488
The Bodyguard,1992-11-25,129,25000000,411006740,en,6.3,112378
The Bone Collector,1999-11-04,118,73000000,151493655,en,6.7,146892
The Book of Eli,2010-01-11,118,80000000,157107755,en,6.9,280684
The Boondock Saints,1999-01-22,108,6000000,30471,en,7.8,221038
The Boss Baby,2017-03-23,97,125000000,498814908,en,6.3,100109
The Bounty Hunter,2010-03-16,110,40000000,136000000,en,5.6,116493
The Bourne Identity,2002-06-14,119,60000000,214034224,en,7.9,487104
The Bourne Legacy,2012-08-08,135,130000000,276572938,en,6.7,274864
The Bourne Supremacy,2004-07-23,108,75000000,288500217,en,7.7,417411
The Bourne Ultimatum,2007-08-03,115,70000000,442824138,en,8.0,588655
The Boy in the Striped Pyjamas,2008-05-07,94,12500000,20416563,en,7.8,178691
The Break-Up,2006-06-01,106,52000000,204999686,en,5.8,120452
The Breakfast Club,1985-02-15,98,1000000,51525171,en,7.9,329602
The Bridge on the River Kwai,1957-10-02,161,3000000,44908000,en,8.1,192526
The Brothers Grimm,2005-08-26,118,88000000,105316267,en,5.9,112932
The Bucket List,2007-12-25,97,45000000,175372502,en,7.4,220679
The Butler,2013-08-16,132,25000000,115922175,en,7.2,104677
The Butterfly Effect,2004-01-22,113,13000000,96060858,en,7.6,433400
The Cabin in the Woods,2012-04-12,95,30000000,70742948,en,7.0,352512
The Cable Guy,1996-06-10,96,47000000,102825796,en,6.1,145539
The Call,2013-03-14,94,13000000,68572378,en,6.7,106801
The Campaign,2012-08-09,85,95000000,104907746,en,6.1,121065
The Change-Up,2011-08-05,112,52000000,75450437,en,6.3,159432
The Chronicles of Narnia: Prince Caspian,2008-05-15,150,225000000,419665568,en,6.5,185406
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,143,180000000,745013115,en,6.9,350213
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-08-13,113,155000000,415686217,en,6.3,134529
The Chronicles of Riddick,2004-06-11,119,105000000,115772733,en,6.7,208233
The Conjuring,2013-03-20,112,13000000,319494638,en,7.5,417125
The Conjuring 2,2016-05-13,134,40000000,320170008,en,7.3,208768
The Constant Gardener,2005-08-31,129,25000000,82466670,en,7.4,128077
The Count of Monte Cristo,2002-01-23,131,35000000,75395048,en,7.8,123643
The Crazies,2010-02-26,101,20000000,54956140,en,6.5,106895
The Croods,2013-03-20,98,135000000,587204668,en,7.2,182326
The Crow,1994-05-11,102,15000000,94000000,en,7.6,159760
The Curious Case of Benjamin Button,2008-12-25,166,150000000,333932083,en,7.8,557328
The Da Vinci Code,2006-05-17,149,125000000,767820459,en,6.6,383165
The Danish Girl,2015-11-27,120,15000000,64191523,en,7.1,153741
The Darjeeling Limited,2007-09-07,91,16000000,24377151,en,7.2,170861
The Dark Knight,2008-07-16,152,185000000,1004558444,en,9.0,2173054
The Dark Knight Rises,2012-07-16,165,250000000,1081041287,en,8.4,1439403
The Dark Tower,2017-08-03,95,60000000,113231078,en,5.6,118043
The Day After Tomorrow,2004-05-26,124,125000000,544272402,en,6.4,398581
The Day the Earth Stood Still,2008-12-10,104,80000000,233093859,en,5.5,158837
The Deer Hunter,1978-12-08,183,15000000,50000000,en,8.1,294531
The Departed,2006-10-05,151,90000000,289847354,en,8.5,1120380
The Descendants,2011-09-09,115,20000000,177243185,en,7.3,226750
The Devil Wears Prada,2006-06-30,109,35000000,326551094,en,6.9,351358
The Devil's Advocate,1997-10-17,144,57000000,152944660,en,7.5,312006
The Dictator,2012-05-15,83,65000000,179379533,en,6.4,259065
The Disaster Artist,2017-03-12,104,10000000,29820616,en,7.4,123392
The Diving Bell and the Butterfly,2007-05-23,112,14000000,19777647,fr,8.0,100169
The Dreamers,2003-09-01,110,15000000,15121165,en,7.2,104514
The Drop,2014-09-12,106,12600000,19054534,en,7.1,136397
The Elephant Man,1980-10-02,124,5000000,26010864,en,8.1,207111
The Emperor's New Groove,2000-12-09,78,100000000,169327687,en,7.3,168467
The Empire Strikes Back,1980-05-20,124,18000000,538400000,en,8.7,1100046
The English Patient,1996-11-05,162,27000000,231976425,en,7.4,170724
The Equalizer,2014-09-24,132,55000000,192330738,en,7.2,314528
The Equalizer 2,2018-07-19,122,62000000,102084362,en,6.7,113415
The Evil Dead,1981-10-15,85,350000,29400000,en,7.5,176831
The Exorcism of Emily Rose,2005-09-09,122,19000000,144216468,en,6.7,114050
The Exorcist,1973-12-26,122,8000000,441306145,en,8.0,345556
The Expendables,2010-08-03,103,80000000,274470394,en,6.5,315089
The Expendables 2,2012-08-08,103,100000000,312573423,en,6.6,283541
The Expendables 3,2014-08-04,127,90000000,206172544,en,6.1,161647
The Faculty,1998-12-25,104,15000000,40283321,en,6.5,106299
The Fall,2008-01-03,117,30000000,3669465,en,7.9,103661
The Family,2013-09-13,111,30000000,36894225,en,6.3,105433
The Fast and the Furious,2001-06-22,106,38000000,207283925,en,6.8,331095
The Fast and the Furious: Tokyo Drift,2006-06-03,104,85000000,158468292,en,6.0,228036
The Fate of the Furious,2017-04-12,136,250000000,1238764765,en,6.7,191678
The Fault in Our Stars,2014-05-16,125,12000000,307166834,en,7.7,326365
The Favourite,2018-11-23,120,15000000,82124805,en,7.6,147216
The Fifth Element,1997-05-02,126,90000000,263920180,en,7.7,415319
The Fighter,2010-12-17,116,25000000,93617009,en,7.8,325208
The Firm,1993-06-30,154,42000000,270248367,en,6.8,110561
The Fly,1986-08-15,96,15000000,60629159,en,7.5,150525
The Founder,2016-09-13,115,25000000,23964782,en,7.2,107380
The Fountain,2006-09-06,96,35000000,15304890,en,7.2,220640
The French Connection,1971-10-09,104,1800000,41158757,en,7.7,103292
The Fugitive,1993-08-06,131,44000000,368875760,en,7.8,253577
The Game,1997-09-12,129,50000000,109423648,en,7.8,325900
The Ghost Writer,2010-02-12,128,45000000,60222298,en,7.2,151398
The Gift,2015-07-30,108,5000000,58978653,en,7.0,128727
The Girl on the Train,2016-10-05,112,45000000,173185859,en,6.5,158950
The Girl with the Dragon Tattoo,2011-12-14,158,90000000,232617430,en,7.8,400032
The Girl with the Dragon Tattoo,2009-02-27,152,13000000,109421911,sv,7.8,202281
The Giver,2014-08-11,94,25000000,66980456,en,6.5,107972
The Godfather,1972-03-14,175,6000000,245066411,en,9.2,1509210
The Godfather: Part II,1974-12-20,202,13000000,102600000,en,9.0,1057044
The Godfather: Part III,1990-12-24,162,54000000,136766062,en,7.6,337544
The Golden Compass,2007-12-04,113,180000000,372234864,en,6.1,173557
"The Good, the Bad and the Ugly",1966-12-23,161,1200000,25100000,it,8.8,649794
The Goonies,1985-06-07,114,19000000,61503218,en,7.8,227494
The Graduate,1967-12-21,106,3000000,104945305,en,8.0,244161
The Grand Budapest Hotel,2014-02-26,100,30000000,174600318,en,8.1,661124
The Great Dictator,1940-10-15,125,2000000,11000000,en,8.4,189556
The Great Escape,1963-06-20,173,4000000,11744471,en,8.2,212317
The Great Gatsby,2013-05-10,143,105000000,351040419,en,7.2,450352
The Great Wall,2016-12-16,103,150000000,331957105,en,5.9,117939
The Greatest Showman,2017-12-20,105,84000000,432844677,en,7.6,214164
The Green Hornet,2011-01-12,119,120000000,227817248,en,5.8,151048
The Green Mile,1999-12-10,189,60000000,286801374,en,8.6,1068425
The Grey,2012-01-26,117,25000000,77278331,en,6.8,233509
The Grudge,2004-10-22,92,10000000,183474602,en,5.9,134984
The Hangover,2009-06-02,100,35000000,459270619,en,7.7,688888
The Hangover Part II,2011-05-25,102,80000000,254455986,en,6.4,445283
The Hangover Part III,2013-05-23,100,103000000,362000072,en,5.8,280528
The Happening,2008-06-11,91,60000000,163403799,en,5.0,189830
The Hateful Eight,2015-12-25,188,44000000,155760117,en,7.8,475517
The Heat,2013-06-27,117,43000000,158674180,en,6.6,156964
The Help,2011-08-09,146,25000000,124272124,en,8.1,405191
The Hills Have Eyes,2006-03-10,107,15000000,69623713,en,6.4,152779
The Hitchhiker's Guide to the Galaxy,2005-04-28,109,50000000,104478416,en,6.8,181043
The Hitman's Bodyguard,2017-08-16,118,30000000,176586701,en,6.9,173220
The Hobbit: An Unexpected Journey,2012-11-26,169,250000000,1021103568,en,7.8,733909
The Hobbit: The Battle of the Five Armies,2014-12-10,144,250000000,956019788,en,7.4,452736
The Hobbit: The Desolation of Smaug,2013-12-11,161,250000000,958400000,en,7.8,579546
The Holiday,2006-12-08,136,85000000,194168700,en,6.9,230591
The Host,2013-03-22,125,44000000,63327201,en,5.9,107730
The Hours,2002-12-27,114,25000000,41597830,en,7.5,119642
The Hunchback of Notre Dame,1996-06-21,91,100000000,100138851,en,6.9,133435
The Hunger Games,2012-03-12,142,75000000,691210692,en,7.2,812372
The Hunger Games: Catching Fire,2013-11-15,146,130000000,847423452,en,7.5,589607
The Hunger Games: Mockingjay - Part 1,2014-11-18,123,125000000,752100229,en,6.6,392438
The Hunger Games: Mockingjay - Part 2,2015-11-18,137,160000000,653428261,en,6.5,265624
The Hunt,2012-09-24,116,3800000,18309793,da,8.3,256125
The Hunt for Red October,1990-03-02,134,30000000,199200000,en,7.6,169482
The Hurt Locker,2008-10-10,131,15000000,42000000,en,7.6,404041
The Ides of March,2011-09-24,101,12500000,75993061,en,7.1,210106
The Illusionist,2006-08-18,110,16500000,87892388,en,7.6,343661
The Imaginarium of Doctor Parnassus,2009-10-01,123,30000000,64352607,en,6.8,140937
The Imitation Game,2014-11-14,113,14000000,233555708,en,8.0,644059
The Impossible,2012-09-09,113,42000000,180274123,en,7.6,185870
The Incredible Hulk,2008-06-12,114,150000000,163712074,en,6.7,415804
The Incredibles,2004-11-05,115,92000000,631442092,en,8.0,626081
The Insider,1999-10-28,157,90000000,60289912,en,7.8,153456
The Intern,2015-09-24,121,35000000,194564672,en,7.1,201209
The Internship,2013-06-07,119,58000000,44000000,en,6.3,183544
The Interview,2014-12-25,112,44000000,12342632,en,6.5,294060
The Intouchables,2011-11-02,113,13000000,426480871,fr,8.5,709556
The Invention of Lying,2009-09-13,100,18500000,31912793,en,6.4,113154
The Invisible Guest,2016-09-22,106,4000000,30000000,es,8.1,101018
The Irishman,2019-11-01,209,159000000,607420,en,8.0,240159
The Iron Giant,1999-08-06,86,70000000,23159305,en,8.0,163083
The Island,2005-07-21,136,126000000,162949164,en,6.8,292883
The Italian Job,2003-05-30,110,60000000,176070171,en,7.0,329842
The Jackal,1997-11-14,124,60000000,159330280,en,6.4,102386
The Jacket,2005-03-04,103,29000000,21126225,en,7.1,105493
The Judge,2014-10-08,141,50000000,83719388,en,7.4,168222
The Jungle Book,1967-10-17,78,4000000,205843612,en,7.6,157150
The Jungle Book,2016-04-07,106,175000000,966550600,en,7.4,248751
The Karate Kid,1984-06-22,126,8000000,90815558,en,7.2,163834
The Karate Kid,2010-06-10,140,40000000,357852395,en,6.2,151940
The Kid,1921-02-06,68,250000,2500000,en,8.3,103684
The Kids Are All Right,2010-07-09,106,3500000,34705850,en,7.0,122445
The King's Speech,2010-09-06,118,15000000,414211549,en,8.0,612315
The Kingdom,2007-08-22,110,70000000,86658558,en,7.0,114274
The Lake House,2006-06-16,99,40000000,114830111,en,6.8,133767
The Last Airbender,2010-06-30,103,150000000,318502923,en,4.1,141324
The Last King of Scotland,2006-09-01,121,6000000,48027970,en,7.7,169336
The Last Samurai,2003-12-05,154,140000000,456758981,en,7.7,380749
The Last of the Mohicans,1992-09-25,112,40000000,75505856,en,7.7,140982
The League of Extraordinary Gentlemen,2003-07-11,110,78000000,179265204,en,5.8,161060
The Legend of Tarzan,2016-06-29,109,180000000,356743061,en,6.2,156033
The Lego Batman Movie,2017-02-08,104,80000000,311950384,en,7.3,123568
The Lego Movie,2014-02-06,100,60000000,469160692,en,7.8,313052
The Life Aquatic with Steve Zissou,2004-12-10,119,50000000,34808403,en,7.3,171022
The Life of David Gale,2003-02-21,130,50000000,38955598,en,7.6,104226
The Lincoln Lawyer,2011-03-17,119,40000000,85412898,en,7.3,202271
The Lion King,1994-05-07,89,45000000,987483777,en,8.5,885778
The Lion King,2019-07-12,118,260000000,1656943394,en,6.9,165287
The Little Mermaid,1989-11-17,83,40000000,211343479,en,7.6,223807
The Lives of Others,2006-03-15,137,2000000,70000000,de,8.4,336813
The Lobster,2015-07-10,118,4000000,15656193,en,7.2,196897
The Lone Ranger,2013-07-03,149,255000000,89289910,en,6.4,213644
The Longest Yard,2005-05-27,113,82000000,190320568,en,6.4,155244
The Lord of the Rings: The Fellowship of the Ring,2001-12-18,178,93000000,871368364,en,8.8,1569791
The Lord of the Rings: The Return of the King,2003-12-01,201,94000000,1118888979,en,8.9,1558004
The Lord of the Rings: The Two Towers,2002-12-18,179,79000000,926287400,en,8.7,1406402
The Lost Boys,1987-07-31,97,8500000,32222567,en,7.3,116301
The Lost World: Jurassic Park,1997-05-23,129,73000000,618638999,en,6.6,358771
The Lovely Bones,2009-12-26,136,65000000,93525586,en,6.7,149987
The Machinist,2004-02-09,101,5000000,8203235,en,7.7,340420
The Magnificent Seven,2016-09-14,132,90000000,162360636,en,6.9,175168
The Maltese Falcon,1941-10-18,101,375000,1772000,en,8.0,143747
The Man from U.N.C.L.E.,2015-08-13,116,75000000,108145109,en,7.3,251257
The Man in the Iron Mask,1998-03-12,132,35000000,182968902,en,6.5,150423
The Martian,2015-09-30,141,108000000,630161890,en,8.0,714026
The Mask,1994-07-29,101,23000000,351583407,en,6.9,325878
The Mask of Zorro,1998-07-16,136,95000000,250288523,en,6.7,161359
The Master,2012-09-07,137,32000000,28258060,en,7.2,141419
The Matrix,1999-03-30,136,63000000,463517383,en,8.7,1577230
The Matrix Reloaded,2003-05-15,138,150000000,738599701,en,7.2,493066
The Matrix Revolutions,2003-11-03,129,150000000,424988211,en,6.7,428170
The Maze Runner,2014-09-10,113,34000000,348319861,en,6.8,398498
The Mechanic,2011-01-13,93,40000000,51070807,en,6.6,145127
The Meg,2018-08-09,113,150000000,315960074,en,5.7,130052
The Men Who Stare at Goats,2009-10-17,93,24000000,68729358,en,6.2,123741
The Mist,2007-11-21,126,18000000,57096190,en,7.1,268797
The Monuments Men,2014-01-24,118,70000000,154984035,en,6.1,120249
The Mortal Instruments: City of Bones,2013-08-21,130,60000000,95396573,en,5.9,124188
The Mummy,1999-04-16,124,80000000,415885488,en,7.0,375654
The Mummy,2017-06-06,110,125000000,409231607,en,5.4,163597
The Mummy Returns,2001-05-04,130,98000000,433013274,en,6.3,290477
The Mummy: Tomb of the Dragon Emperor,2008-07-01,112,145000000,401128639,en,5.2,145202
The Naked Gun: From the Files of Police Squad!,1988-12-02,85,12000000,78756177,en,7.6,141758
The Negotiator,1998-07-29,140,50000000,44547681,en,7.3,125245
The NeverEnding Story,1984-04-05,102,27000000,20158808,en,7.4,124898
The Next Three Days,2010-11-18,133,30000000,51148651,en,7.4,173719
The Nice Guys,2016-05-15,116,50000000,62788218,en,7.4,255028
The Nightmare Before Christmas,1993-10-09,76,18000000,75634409,en,8.0,278682
The Ninth Gate,1999-08-25,133,38000000,58401898,en,6.7,157438
The Notebook,2004-06-25,123,29000000,115603229,en,7.8,491627
The Number 23,2007-02-23,101,30000000,77566815,en,6.4,187805
The Nun,2018-09-05,96,22000000,365550119,en,5.3,104636
The Nutty Professor,1996-06-26,95,54000000,128769345,en,5.6,105184
The Omen,1976-06-06,111,2800000,60922980,en,7.5,101760
The Orphanage,2007-05-20,105,3400000,78638987,es,7.4,141449
The Other Guys,2010-08-06,107,100000000,170432927,en,6.6,229518
The Other Woman,2014-04-16,109,40000000,196781193,en,6.0,126123
The Others,2001-08-02,101,17000000,209947037,en,7.6,322472
The Passion of the Christ,2004-02-25,127,30000000,611899420,en,7.1,205275
The Patriot,2000-06-28,165,110000000,215294342,en,7.2,244173
The Perfect Storm,2000-06-26,130,120000000,325756637,en,6.4,150209
The Perks of Being a Wallflower,2012-09-20,103,13000000,33400000,en,8.0,434795
The Phantom of the Opera,2004-12-08,143,70000000,154648887,en,7.3,112259
The Pianist,2002-09-17,150,35000000,120072577,en,8.5,677007
The Place Beyond the Pines,2013-03-14,140,15000000,35485608,en,7.3,233790
The Polar Express,2004-11-10,100,165000000,310634054,en,6.6,163778
The Post,2017-12-22,116,50000000,174503458,en,7.2,119680
The Predator,2018-09-05,107,88000000,160542134,en,5.4,106692
The Prestige,2006-10-19,130,40000000,109676311,en,8.5,1111143
The Prince of Egypt,1998-12-15,99,70000000,218613188,en,7.1,112039
The Princess Bride,1987-09-25,99,16000000,30857814,en,8.1,372740
The Princess Diaries,2001-08-03,115,37000000,165335153,en,6.3,120793
The Princess and the Frog,2009-12-08,97,105000000,270997378,en,7.1,115166
The Proposal,2009-06-01,108,40000000,317375031,en,6.7,281577
The Punisher,2004-04-15,124,33000000,54700105,en,6.4,145303
The Purge,2013-05-31,86,3000000,89328627,en,5.7,191370
The Purge: Anarchy,2014-07-17,104,9000000,111928365,en,6.4,130330
The Pursuit of Happyness,2006-12-14,117,55000000,307077295,en,8.0,420748
The Queen,2006-09-15,103,15000000,123384128,en,7.3,100215
The Raid,2011-09-08,101,1100000,4105187,id,7.6,181346
The Raid 2,2014-03-27,150,4500000,2627209,id,8.0,108220
The Reader,2008-12-10,124,32000000,113019290,en,7.6,222698
The Revenant,2015-12-25,157,135000000,532950503,en,8.0,657156
The Ring,2002-10-18,115,48000000,249348933,en,7.1,307460
The Road,2009-11-25,111,32000000,27635305,en,7.2,213675
The Rock,1996-06-06,136,75000000,335062621,en,7.4,300658
The Rocky Horror Picture Show,1975-08-14,100,1200000,112892319,en,7.4,125831
The Royal Tenenbaums,2001-10-12,110,21000000,71441250,en,7.6,253195
The Running Man,1987-11-13,101,27000000,38122105,en,6.7,135138
The Score,2001-07-13,124,68000000,113579918,en,6.8,115986
The Scorpion King,2002-04-18,92,60000000,165333180,en,5.5,125918
The Secret Life of Pets,2016-06-18,87,75000000,875457937,en,6.5,173284
The Secret Life of Walter Mitty,2013-12-18,114,90000000,188133322,en,7.3,282443
The Secret in Their Eyes,2009-08-13,130,2000000,33965843,es,8.2,179876
The Shallows,2016-06-24,86,17000000,119100758,en,6.3,112721
The Shape of Water,2017-12-01,123,19500000,194989655,en,7.3,337991
The Shawshank Redemption,1994-09-23,142,25000000,28341469,en,9.3,2190440
The Shining,1980-05-22,144,19000000,44781695,en,8.4,833482
The Silence of the Lambs,1991-02-01,119,19000000,272742922,en,8.6,1188615
The Simpsons Movie,2007-07-26,87,75000000,527068851,en,7.3,299345
The Sixth Sense,1999-08-06,107,40000000,672806292,en,8.1,870954
The Skeleton Key,2005-07-29,104,43000000,91974818,en,6.5,102338
The Skin I Live In,2011-08-17,120,13000000,5774854,es,7.6,129155
The Social Network,2010-10-01,121,40000000,224920315,en,7.7,587388
The Sorcerer's Apprentice,2010-07-13,109,150000000,215283742,en,6.1,147476
The Sound of Music,1965-03-29,175,8200000,286214286,en,8.0,192285
The Spectacular Now,2013-08-02,95,2500000,6854611,en,7.1,138235
The Sting,1973-12-25,129,5500000,159616327,en,8.3,228709
The Strangers,2008-05-29,86,9000000,82391145,en,6.2,113245
The Taking of Pelham 1 2 3,2009-06-11,106,100000000,150166126,en,6.4,178618
The Talented Mr. Ripley,1999-12-25,139,40000000,128798265,en,7.4,169443
The Terminal,2004-06-17,128,60000000,219417255,en,7.3,380589
The Terminator,1984-10-26,108,6400000,78371200,en,8.0,762291
The Texas Chain Saw Massacre,1974-10-01,83,85000,30859000,en,7.5,127425
The Texas Chainsaw Massacre,2003-05-21,98,9500000,107071655,en,6.2,125822
The Theory of Everything,2014-11-26,123,15000000,123726688,en,7.7,376307
The Thin Red Line,1998-12-25,171,52000000,98126565,en,7.6,164904
The Thing,1982-06-25,109,15000000,19629760,en,8.1,347179
The Thing,2011-10-12,103,35000000,28128670,en,6.2,116025
The Three Musketeers,2011-08-31,110,75000000,132274484,en,5.7,100142
The Time Machine,2002-03-04,96,80000000,123729176,en,6.0,115235
The Time Traveler's Wife,2009-08-14,108,39000000,101229792,en,7.1,135725
The Tourist,2010-12-08,103,100000000,278731369,en,6.0,213231
The Town,2010-09-15,125,37000000,154026136,en,7.5,332949
The Transporter,2002-10-02,92,21000000,43928932,en,6.8,275840
The Treasure of the Sierra Madre,1948-01-24,126,3800000,4307000,en,8.2,107516
The Tree of Life,2011-05-18,139,32000000,54674226,en,6.8,160850
The Truman Show,1998-06-04,103,60000000,264118201,en,8.1,874020
The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,117,110000000,712171856,en,4.9,213904
The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,115,120000000,829000000,en,5.5,220742
The Twilight Saga: Eclipse,2010-06-23,124,68000000,698491347,en,5.0,217473
The Twilight Saga: New Moon,2009-03-15,131,50000000,709827462,en,4.7,254611
The Ugly Truth,2009-07-24,96,38000000,205298907,en,6.4,195556
The Untouchables,1987-06-03,119,25000000,76270454,en,7.9,264612
The Usual Suspects,1995-07-19,106,6000000,23341568,en,8.5,939543
The Village,2004-07-30,108,60000000,256697520,en,6.5,233904
The Virgin Suicides,1999-12-31,97,6000000,10409377,en,7.2,137843
The Visit,2015-09-10,94,5000000,98450062,en,6.2,106762
The Vow,2012-02-05,104,30000000,196114570,en,6.8,177695
The Walk,2015-09-30,123,35000000,61181942,en,7.3,113622
The Watch,2012-07-26,98,68000000,68267862,en,5.7,118029
The Waterboy,1998-11-06,90,23000000,185991646,en,6.1,142332
The Way Back,2010-09-03,133,30000000,20348249,en,7.3,104747
The Way Way Back,2013-06-06,103,4600000,23198652,en,7.4,135390
The Wedding Singer,1998-02-13,95,18000000,123306987,en,6.8,128654
The Whole Nine Yards,2000-02-18,98,41300000,106371651,en,6.7,105945
The Witch,2015-11-11,92,3500000,40423945,en,6.9,174628
The Wizard of Oz,1939-08-15,102,2777000,33754967,en,8.0,360192
The Wolf of Wall Street,2013-12-25,180,100000000,392000694,en,8.2,1089391
The Wolverine,2013-07-23,126,120000000,415440673,en,6.7,413494
The Woman in Black,2012-02-03,95,17000000,127730736,en,6.4,169079
The World Is Not Enough,1999-11-17,128,135000000,361832400,en,6.4,180599
The World's End,2013-07-18,109,20000000,46089287,en,7.0,245919
The Wrestler,2008-09-07,109,6000000,44703995,en,7.9,281901
Thelma & Louise,1991-05-24,130,16000000,45361000,en,7.5,127235
There Will Be Blood,2007-12-28,158,25000000,77208711,en,8.2,482508
There's Something About Mary,1998-07-15,119,23000000,369884651,en,7.1,280740
They Live,1988-11-23,94,4000000,13008928,en,7.3,101771
This Is 40,2012-12-20,134,35000000,88058786,en,6.2,121606
This Is England,2006-09-12,101,2380000,8176544,en,7.7,112073
This Is Spinal Tap,1984-05-04,82,2500000,4736202,en,7.9,123434
This Is the End,2013-06-12,107,32000000,126041322,en,6.6,370338
This Means War,2012-02-14,103,65000000,156974557,en,6.3,170719
Thor,2011-04-21,115,150000000,449326618,en,7.0,711237
Thor: Ragnarok,2017-10-25,131,180000000,853977126,en,7.9,533156
Thor: The Dark World,2013-10-29,112,170000000,644571402,en,6.9,565041
"Three Billboards Outside Ebbing, Missouri",2017-11-10,115,15000000,158526998,en,8.2,381938
Three Kings,1999-09-27,114,75000000,108000000,en,7.1,155615
Tinker Tailor Soldier Spy,2011-09-16,127,30000000,80630608,en,7.1,179046
Titanic,1997-11-18,194,200000000,1845034188,en,7.8,992696
To Kill a Mockingbird,1962-12-25,130,2000000,13129846,en,8.3,281240
Tomb Raider,2018-03-05,118,94000000,274650803,en,6.3,177185
Tombstone,1993-12-25,130,25000000,56505065,en,7.8,119087
Tomorrow Never Dies,1997-12-11,119,110000000,333011068,en,6.5,173308
Tomorrowland,2015-05-19,130,190000000,209154322,en,6.4,165723
Top Gun,1986-05-16,110,15000000,356830601,en,6.9,274215
Total Recall,2012-08-02,121,125000000,198802074,en,6.3,233143
Total Recall,1990-06-01,113,65000000,261317921,en,7.5,286766
Tower Heist,2011-11-02,104,75000000,152930623,en,6.2,128053
Toy Story,1995-10-30,81,30000000,373554033,en,8.3,835890
Toy Story 2,1999-10-30,92,90000000,497366869,en,7.9,498498
Toy Story 3,2010-06-16,103,200000000,1066969703,en,8.3,717686
Toy Story 4,2019-06-19,100,175000000,1073394593,en,7.9,154853
Trading Places,1983-06-07,116,15000000,90404800,en,7.5,128162
Traffic,2000-12-27,147,48000000,207515725,en,7.6,189560
Train to Busan,2016-07-20,118,8820000,87547518,ko,7.5,124300
Training Day,2001-10-05,122,45000000,104876233,en,7.7,368264
Trainspotting,1996-02-23,94,4000000,16491080,en,8.1,608018
Trainwreck,2015-07-17,125,35000000,140795793,en,6.2,124993
Trance,2013-03-27,101,20000000,24261569,en,6.9,106954
Transcendence,2014-04-16,119,100000000,103039258,en,6.3,209351
Transformers,2007-06-27,144,150000000,709709780,en,7.0,580101
Transformers: Age of Extinction,2014-06-25,165,210000000,1091405097,en,5.6,289872
Transformers: Dark of the Moon,2011-06-28,154,195000000,1123746996,en,6.2,373918
Transformers: Revenge of the Fallen,2009-06-19,150,150000000,836297228,en,6.0,372923
Transformers: The Last Knight,2017-06-16,149,217000000,605425157,en,5.2,126960
Transporter 2,2005-08-02,87,32000000,85167639,en,6.3,184705
Transporter 3,2008-11-26,104,30000000,108979549,en,6.1,151625
